route_name_list,lon,lat,datetime,type_list,status_list
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:15,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:16,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:17,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:18,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:19,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:20,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:21,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3_meeting_point,-73.9683181,40.7647425,2016/3/5 17:22,point,display
5_70_rider_3,-73.962515,40.763113,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96258728,40.76314345,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96265957,40.7631739,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96273185,40.76320435,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96280414,40.76323481,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96287642,40.76326526,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.9629487,40.76329571,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96302099,40.76332616,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96309327,40.76335661,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96316555,40.76338706,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96323784,40.76341752,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96331012,40.76344797,2016/3/5 17:15,rider,walk
5_70_rider_3,-73.96338241,40.76347842,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96345469,40.76350887,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96352697,40.76353932,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96359926,40.76356977,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96367154,40.76360023,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96374383,40.76363068,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96381611,40.76366113,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96388839,40.76369158,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96396068,40.76372203,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96403296,40.76375248,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96410525,40.76378294,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96417753,40.76381339,2016/3/5 17:16,rider,walk
5_70_rider_3,-73.96424981,40.76384384,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.9643221,40.76387429,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96439438,40.76390474,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96446666,40.76393519,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96453895,40.76396565,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96461123,40.7639961,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96468352,40.76402655,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.9647558,40.764057,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.9647558,40.764057,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96482702,40.7640871,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96489825,40.76411721,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96496947,40.76414731,2016/3/5 17:17,rider,walk
5_70_rider_3,-73.96504069,40.76417742,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96511191,40.76420752,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96518314,40.76423763,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96525436,40.76426773,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96532558,40.76429784,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.9653968,40.76432794,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96546803,40.76435805,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96553925,40.76438815,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96561047,40.76441825,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.9656817,40.76444836,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96575292,40.76447846,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96582414,40.76450857,2016/3/5 17:18,rider,walk
5_70_rider_3,-73.96589536,40.76453867,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96596659,40.76456878,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96603781,40.76459888,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96610903,40.76462899,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96618025,40.76465909,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96625148,40.7646892,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.9663227,40.7647193,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.9663227,40.7647193,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96639256,40.76474907,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96646242,40.76477885,2016/3/5 17:19,rider,walk
5_70_rider_3,-73.96653228,40.76480862,2016/3/5 17:19,rider,walk
