routeID,lon,lat,datetime,type
2,-73.9869489,40.7560361,2023/10/1 0:07,rider
2,-73.9869489,40.7560361,2023/10/1 0:07,rider
2,-73.98719795,40.75570455,2023/10/1 0:07,rider
2,-73.987447,40.755373,2023/10/1 0:07,rider
2,-73.987447,40.755373,2023/10/1 0:07,rider
2,-73.98766755,40.7550642,2023/10/1 0:07,rider
2,-73.9878881,40.7547554,2023/10/1 0:07,rider
2,-73.9878881,40.7547554,2023/10/1 0:08,rider
2,-73.98794396,40.75467723,2023/10/1 0:08,rider
2,-73.98799983,40.75459905,2023/10/1 0:08,rider
2,-73.98805569,40.75452088,2023/10/1 0:08,rider
2,-73.98811155,40.7544427,2023/10/1 0:08,rider
2,-73.98816741,40.75436453,2023/10/1 0:08,rider
2,-73.98822328,40.75428635,2023/10/1 0:08,rider
2,-73.98827914,40.75420818,2023/10/1 0:08,rider
2,-73.988335,40.75413,2023/10/1 0:08,rider
2,-73.988335,40.75413,2023/10/1 0:08,rider
2,-73.988448,40.75397675,2023/10/1 0:08,rider
2,-73.988561,40.7538235,2023/10/1 0:08,rider
2,-73.988674,40.75367025,2023/10/1 0:09,rider
2,-73.988787,40.753517,2023/10/1 0:09,rider
2,-73.988787,40.753517,2023/10/1 0:09,rider
2,-73.989015,40.753206,2023/10/1 0:09,rider
2,-73.989243,40.752895,2023/10/1 0:09,rider
2,-73.989243,40.752895,2023/10/1 0:09,rider
2,-73.98939127,40.75269287,2023/10/1 0:09,rider
2,-73.98953953,40.75249073,2023/10/1 0:09,rider
2,-73.9896878,40.7522886,2023/10/1 0:09,rider
2,-73.9896878,40.7522886,2023/10/1 0:09,rider
2,-73.98971405,40.75225155,2023/10/1 0:09,rider
2,-73.98974031,40.75221451,2023/10/1 0:09,rider
2,-73.98976656,40.75217746,2023/10/1 0:10,rider
2,-73.98979281,40.75214041,2023/10/1 0:10,rider
2,-73.98981906,40.75210336,2023/10/1 0:10,rider
2,-73.98984532,40.75206632,2023/10/1 0:10,rider
2,-73.98987157,40.75202927,2023/10/1 0:10,rider
2,-73.98989782,40.75199222,2023/10/1 0:10,rider
