route_name_list,lon,lat,datetime,type_list,status_list,matched_entity_id_list,current_edge_list,direction_angle_list,matched_rider_cnt,OrgPickup_cnt,reposition_recommend_cnt,reposition_recommend_and_accept_cnt,reposition_recommend_but_reject_cnt,matching_rate,unmatched_rider_cnt,total_revenue,total_revenue_added_by_reposition
7_63_1890_rider_10,-73.9955052,40.7334469,2016-03-7 15:48:05,rider,wait,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10,-73.9955052,40.7334469,2016-03-7 15:48:10,rider,wait,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10,-73.9955052,40.7334469,2016-03-7 15:48:15,rider,wait,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10,-73.9955052,40.7334469,2016-03-7 15:48:20,rider,wait,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10,-73.9955052,40.7334469,2016-03-7 15:48:25,rider,wait,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10_meeting_point,-73.9955052,40.7334469,2016-03-07 15:48:00,point,display,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10_meeting_point,-73.9955052,40.7334469,2016-03-07 15:48:05,point,display,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10_meeting_point,-73.9955052,40.7334469,2016-03-07 15:48:10,point,display,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10_meeting_point,-73.9955052,40.7334469,2016-03-07 15:48:15,point,display,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10_meeting_point,-73.9955052,40.7334469,2016-03-07 15:48:20,point,display,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_10_meeting_point,-73.9955052,40.7334469,2016-03-07 15:48:25,point,display,driver_22,"[42430857, 42430857]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11,-73.9758084,40.7603887,2016-03-7 15:48:00,rider,wait,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11,-73.9758084,40.7603887,2016-03-7 15:48:05,rider,wait,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11,-73.9758084,40.7603887,2016-03-7 15:48:10,rider,wait,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11,-73.9758084,40.7603887,2016-03-7 15:48:15,rider,wait,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11,-73.9758084,40.7603887,2016-03-7 15:48:20,rider,wait,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11,-73.9758084,40.7603887,2016-03-7 15:48:25,rider,wait,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11_meeting_point,-73.9758084,40.7603887,2016-03-07 15:48:00,point,display,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11_meeting_point,-73.9758084,40.7603887,2016-03-07 15:48:05,point,display,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11_meeting_point,-73.9758084,40.7603887,2016-03-07 15:48:10,point,display,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11_meeting_point,-73.9758084,40.7603887,2016-03-07 15:48:15,point,display,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11_meeting_point,-73.9758084,40.7603887,2016-03-07 15:48:20,point,display,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_11_meeting_point,-73.9758084,40.7603887,2016-03-07 15:48:25,point,display,driver_23,"[42436700, 42436700]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12,-73.9780485,40.7375593,2016-03-7 15:48:00,rider,wait,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12,-73.9780485,40.7375593,2016-03-7 15:48:05,rider,wait,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12,-73.9780485,40.7375593,2016-03-7 15:48:10,rider,wait,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12,-73.9780485,40.7375593,2016-03-7 15:48:15,rider,wait,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12,-73.9780485,40.7375593,2016-03-7 15:48:20,rider,wait,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12,-73.9780485,40.7375593,2016-03-7 15:48:25,rider,wait,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12_meeting_point,-73.9780485,40.7375593,2016-03-07 15:48:00,point,display,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12_meeting_point,-73.9780485,40.7375593,2016-03-07 15:48:05,point,display,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12_meeting_point,-73.9780485,40.7375593,2016-03-07 15:48:10,point,display,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12_meeting_point,-73.9780485,40.7375593,2016-03-07 15:48:15,point,display,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12_meeting_point,-73.9780485,40.7375593,2016-03-07 15:48:20,point,display,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_12_meeting_point,-73.9780485,40.7375593,2016-03-07 15:48:25,point,display,driver_49,"[42436598, 42436598]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_13,-73.9941564,40.7664978,2016-03-7 15:48:00,rider,onboard,driver_42,"[42430707, 42430704]",209.0,1,1,1,1,1,1,1,1,1
