routeID,lon,lat,datetime
6,-73.9430556,40.8266537,2023-03-01 06:36:58
6,-73.943357,40.825956,2023-03-01 06:37:58
6,-73.943813,40.825332,2023-03-01 06:38:58
6,-73.944268,40.824705,2023-03-01 06:39:58
6,-73.9447664,40.8240379,2023-03-01 06:40:58
6,-73.9460796,40.8212618,2023-03-01 06:41:58
6,-73.9463959,40.8205827,2023-03-01 06:42:58
6,-73.9467125,40.819903,2023-03-01 06:43:58
6,-73.9470312,40.8192188,2023-03-01 06:44:58
6,-73.9473494,40.8185359,2023-03-01 06:45:58
6,-73.9476667,40.8178547,2023-03-01 06:46:58
6,-73.948009,40.817116,2023-03-01 06:47:58
6,-73.948356,40.816374,2023-03-01 06:48:58
6,-73.948677,40.815692,2023-03-01 06:49:58
6,-73.95035,40.813159,2023-03-01 06:50:58
6,-73.950927,40.812575,2023-03-01 06:51:58
6,-73.9515008,40.8120151,2023-03-01 06:52:58
6,-73.952101,40.811442,2023-03-01 06:53:58
6,-73.9525905,40.8107673,2023-03-01 06:54:58
6,-73.9529549,40.8102667,2023-03-01 06:55:58
6,-73.9530244,40.8100675,2023-03-01 06:56:58
6,-73.953005,40.8092377,2023-03-01 06:57:58
6,-73.9529558,40.8083967,2023-03-01 06:58:58
6,-73.9529263,40.8077747,2023-03-01 06:59:58
6,-73.9529047,40.8075507,2023-03-01 07:00:58
6,-73.952857,40.806709,2023-03-01 07:01:58
6,-73.9528064,40.805867,2023-03-01 07:02:58
6,-73.9527655,40.8050309,2023-03-01 07:03:58
6,-73.9527337,40.8041987,2023-03-01 07:04:58
6,-73.9528166,40.8033402,2023-03-01 07:05:58
6,-73.9526098,40.8032512,2023-03-01 07:06:58
6,-73.953101,40.8025826,2023-03-01 07:07:58
6,-73.9535577,40.8019538,2023-03-01 07:08:58
6,-73.9533927,40.8018838,2023-03-01 07:09:58
6,-73.952555,40.801527,2023-03-01 07:10:58
6,-73.952508,40.800686,2023-03-01 07:11:58
6,-73.952458,40.799843,2023-03-01 07:12:58
6,-73.9516214,40.7995025,2023-03-01 07:13:58
6,-73.9520835,40.7988778,2023-03-01 07:14:58
6,-73.9525303,40.7982754,2023-03-01 07:15:58
6,-73.9523905,40.7982167,2023-03-01 07:16:58
6,-73.949736,40.7970992,2023-03-01 07:17:58
6,-73.9494082,40.7966362,2023-03-01 07:18:58
6,-73.9496927,40.7962219,2023-03-01 07:19:58
6,-73.950158,40.7955852,2023-03-01 07:20:58
6,-73.9506082,40.7949631,2023-03-01 07:21:58
6,-73.951111,40.794285,2023-03-01 07:22:58
6,-73.9495058,40.7936162,2023-03-01 07:23:58
6,-73.9480532,40.792956,2023-03-01 07:24:58
6,-73.9485228,40.7923046,2023-03-01 07:25:58
6,-73.9489842,40.7916755,2023-03-01 07:26:58
6,-73.9494429,40.7910474,2023-03-01 07:27:58
6,-73.9499026,40.7904213,2023-03-01 07:28:58
6,-73.9512551,40.7885529,2023-03-01 07:29:58
6,-73.9517278,40.7879084,2023-03-01 07:30:58
6,-73.9521844,40.7872803,2023-03-01 07:31:58
6,-73.9526675,40.7866018,2023-03-01 07:32:58
6,-73.9531431,40.7859164,2023-03-01 07:33:58
6,-73.9536184,40.7852953,2023-03-01 07:34:58
6,-73.9540727,40.784671,2023-03-01 07:35:58
6,-73.9545308,40.7840424,2023-03-01 07:36:58
6,-73.9549902,40.7834104,2023-03-01 07:37:58
6,-73.9554459,40.7827842,2023-03-01 07:38:58
6,-73.9559054,40.7821599,2023-03-01 07:39:58
6,-73.9563604,40.7815322,2023-03-01 07:40:58
6,-73.9568188,40.780903,2023-03-01 07:41:58
6,-73.9573103,40.7802304,2023-03-01 07:42:58
6,-73.9578182,40.7795409,2023-03-01 07:43:58
6,-73.9582773,40.7789112,2023-03-01 07:44:58
6,-73.9587374,40.7782754,2023-03-01 07:45:58
6,-73.9592044,40.7776415,2023-03-01 07:46:58
6,-73.9596567,40.7770113,2023-03-01 07:47:58
6,-73.9601235,40.7763739,2023-03-01 07:48:58
6,-73.9606194,40.7756977,2023-03-01 07:49:58
6,-73.9611212,40.7750107,2023-03-01 07:50:58
6,-73.9615886,40.7743725,2023-03-01 07:51:58
6,-73.9620433,40.7737374,2023-03-01 07:52:58
6,-73.9625131,40.7731052,2023-03-01 07:53:58
